address,price,beds,baths,area,statusText,latitude,longitude,url
"3643 E Friess Dr, Phoenix, AZ 85032","$450,000",3,2,1064,House for sale,33.614143,-112.002014,https://www.zillow.comhttps://www.zillow.com/homedetails/3643-E-Friess-Dr-Phoenix-AZ-85032/8012387_zpid/
"34979 N 30th Ave, Phoenix, AZ 85086","$374,500",3,2,1099,House for sale,33.80105,-112.1235,https://www.zillow.comhttps://www.zillow.com/homedetails/34979-N-30th-Ave-Phoenix-AZ-85086/61628861_zpid/
"4343 E Union Hills Dr, Phoenix, AZ 85050","$325,000",4,1.5,1638,House for sale,33.654884,-111.98767,https://www.zillow.comhttps://www.zillow.com/homedetails/4343-E-Union-Hills-Dr-Phoenix-AZ-85050/69807092_zpid/
"3407 N 67th Ln, Phoenix, AZ 85033","$380,000",4,2,1730,House for sale,33.48796,-112.20447,https://www.zillow.comhttps://www.zillow.com/homedetails/3407-N-67th-Ln-Phoenix-AZ-85033/7485762_zpid/
"6830 W Desert Ln, Laveen, AZ 85339","$379,900",4,3,1484,House for sale,33.37148,-112.20309,https://www.zillow.comhttps://www.zillow.com/homedetails/6830-W-Desert-Ln-Laveen-AZ-85339/67782826_zpid/
"1423 E Pierce St, Phoenix, AZ 85006","$725,000",4,2,1900,Multi-family home for sale,33.455532,-112.05106,https://www.zillow.comhttps://www.zillow.com/homedetails/1423-E-Pierce-St-Phoenix-AZ-85006/7529176_zpid/
"6001 N 10th Way, Phoenix, AZ 85014","$640,000",4,2,2406,House for sale,33.523945,-112.06007,https://www.zillow.comhttps://www.zillow.com/homedetails/6001-N-10th-Way-Phoenix-AZ-85014/7797829_zpid/
"16608 N 1st Ave #95, Phoenix, AZ 85023","$25,000",2,2,910,Home for sale,33.637123,-112.07496,https://www.zillow.comhttps://www.zillow.com/homedetails/16608-N-1st-Ave-95-Phoenix-AZ-85023/442109880_zpid/
"3201 W Mohawk Ln, Phoenix, AZ 85027","$350,000",2,2,1056,House for sale,33.67337,-112.128044,https://www.zillow.comhttps://www.zillow.com/homedetails/3201-W-Mohawk-Ln-Phoenix-AZ-85027/7934107_zpid/
"6436 W Saddlehorn Rd, Phoenix, AZ 85083","$430,000",3,2,1286,House for sale,33.715706,-112.19902,https://www.zillow.comhttps://www.zillow.com/homedetails/6436-W-Saddlehorn-Rd-Phoenix-AZ-85083/7925611_zpid/
"3807 W Abraham Ln, Glendale, AZ 85308","$280,000",3,2,1344,Home for sale,33.679825,-112.1402,https://www.zillow.comhttps://www.zillow.com/homedetails/3807-W-Abraham-Ln-Glendale-AZ-85308/7937154_zpid/
"3224 E Sweetwater Ave, Phoenix, AZ 85032","$439,000",4,2,1679,House for sale,33.604523,-112.011986,https://www.zillow.comhttps://www.zillow.com/homedetails/3224-E-Sweetwater-Ave-Phoenix-AZ-85032/7819499_zpid/
"15411 S 13th Ave, Phoenix, AZ 85045","$739,900",3,2.5,2364,House for sale,33.303852,-112.08837,https://www.zillow.comhttps://www.zillow.com/homedetails/15411-S-13th-Ave-Phoenix-AZ-85045/8130806_zpid/
"1332 E Charleston Ave, Phoenix, AZ 85022","$574,900",4,3,2078,House for sale,33.64928,-112.053406,https://www.zillow.comhttps://www.zillow.com/homedetails/1332-E-Charleston-Ave-Phoenix-AZ-85022/8002054_zpid/
"908 W Mohawk Ln, Phoenix, AZ 85027","$439,000",4,2,1617,House for sale,33.67426,-112.085075,https://www.zillow.comhttps://www.zillow.com/homedetails/908-W-Mohawk-Ln-Phoenix-AZ-85027/7966844_zpid/
"16224 S 40th Pl, Phoenix, AZ 85048","$465,000",3,2,1728,House for sale,33.298943,-111.99694,https://www.zillow.comhttps://www.zillow.com/homedetails/16224-S-40th-Pl-Phoenix-AZ-85048/8259660_zpid/
"13606 N 21st Pl #19, Phoenix, AZ 85022","$129,900",3,2,1568,Home for sale,33.6098,-112.03814,https://www.zillow.comhttps://www.zillow.com/homedetails/13606-N-21st-Pl-19-Phoenix-AZ-85022/453000177_zpid/
"1015 W Encanto Blvd, Phoenix, AZ 85007","$3,275,000",4,3,4425,House for sale,33.47225,-112.08641,https://www.zillow.comhttps://www.zillow.com/homedetails/1015-W-Encanto-Blvd-Phoenix-AZ-85007/7520735_zpid/
"4501 E Osage Ct, Phoenix, AZ 85044","$479,999",3,2,1710,House for sale,33.33144,-111.98573,https://www.zillow.comhttps://www.zillow.com/homedetails/4501-E-Osage-Ct-Phoenix-AZ-85044/8150474_zpid/
"3452 E Evans Dr, Phoenix, AZ 85032","$310,000",3,1,917,House for sale,33.61862,-112.00693,https://www.zillow.comhttps://www.zillow.com/homedetails/3452-E-Evans-Dr-Phoenix-AZ-85032/8012131_zpid/
"2543 W Rabjohn Rd, Phoenix, AZ 85085","$650,000",4,2.5,2590,House for sale,33.786015,-112.11461,https://www.zillow.comhttps://www.zillow.com/homedetails/2543-W-Rabjohn-Rd-Phoenix-AZ-85085/124430250_zpid/
"3418 W Maldonado Rd, Phoenix, AZ 85041","$400,000",4,2,1834,House for sale,33.383083,-112.132706,https://www.zillow.comhttps://www.zillow.com/homedetails/3418-W-Maldonado-Rd-Phoenix-AZ-85041/60977002_zpid/
"1743 W Acoma Dr, Phoenix, AZ 85023","$565,000",3,2,1709,House for sale,33.618214,-112.09785,https://www.zillow.comhttps://www.zillow.com/homedetails/1743-W-Acoma-Dr-Phoenix-AZ-85023/7962477_zpid/
"3039 W Ross Ave, Phoenix, AZ 85027","$299,000",1,1,718,Multi-family home for sale,33.67563,-112.125,https://www.zillow.comhttps://www.zillow.com/homedetails/3039-W-Ross-Ave-Phoenix-AZ-85027/7934374_zpid/
"725 E Hidalgo Ave, Phoenix, AZ 85040","$279,900",2,1,748,House for sale,33.394203,-112.06375,https://www.zillow.comhttps://www.zillow.com/homedetails/725-E-Hidalgo-Ave-Phoenix-AZ-85040/7525218_zpid/
"2949 E Wier Ave, Phoenix, AZ 85040","$390,000",3,2,1454,House for sale,33.4031,-112.01607,https://www.zillow.comhttps://www.zillow.com/homedetails/2949-E-Wier-Ave-Phoenix-AZ-85040/7548015_zpid/
"3416 E Squawbush Pl, Phoenix, AZ 85044","$867,500",4,3,2968,House for sale,33.319576,-112.01126,https://www.zillow.comhttps://www.zillow.com/homedetails/3416-E-Squawbush-Pl-Phoenix-AZ-85044/8162133_zpid/
"1210 W Missouri Ave, Phoenix, AZ 85013","$490,000",3,2,1302,House for sale,33.516968,-112.088425,https://www.zillow.comhttps://www.zillow.com/homedetails/1210-W-Missouri-Ave-Phoenix-AZ-85013/7775822_zpid/
"4513 E Grovers Ave, Phoenix, AZ 85032","$579,900",3,2,1827,House for sale,33.64771,-111.9829,https://www.zillow.comhttps://www.zillow.com/homedetails/4513-E-Grovers-Ave-Phoenix-AZ-85032/8018952_zpid/
"4211 W Yorkshire Dr, Glendale, AZ 85308","$797,000",3,2,2588,House for sale,33.661343,-112.15035,https://www.zillow.comhttps://www.zillow.com/homedetails/4211-W-Yorkshire-Dr-Glendale-AZ-85308/7935880_zpid/
"1937 W Burgess Ln, Phoenix, AZ 85041","$425,000",4,2.5,2407,House for sale,33.389214,-112.10117,https://www.zillow.comhttps://www.zillow.com/homedetails/1937-W-Burgess-Ln-Phoenix-AZ-85041/67781739_zpid/
"3837 E Yale St, Phoenix, AZ 85008","$495,000",3,2,1152,House for sale,33.47631,-111.99811,https://www.zillow.comhttps://www.zillow.com/homedetails/3837-E-Yale-St-Phoenix-AZ-85008/7541446_zpid/
"10410 N Cave Creek Rd UNIT 2220, Phoenix, AZ 85020","$259,000",3,2,1367,Apartment for sale,33.58061,-112.054756,https://www.zillow.comhttps://www.zillow.com/homedetails/10410-N-Cave-Creek-Rd-UNIT-2220-Phoenix-AZ-85020/7786248_zpid/
"2519 W Burgess Ln, Phoenix, AZ 85041","$445,000",5,3,2196,House for sale,33.389477,-112.1129,https://www.zillow.comhttps://www.zillow.com/homedetails/2519-W-Burgess-Ln-Phoenix-AZ-85041/62727609_zpid/
"3901 E Pinnacle Peak Rd LOT 329, Phoenix, AZ 85050","$100,000",2,2,1486,Home for sale,33.694847,-111.99874,https://www.zillow.comhttps://www.zillow.com/homedetails/3901-E-Pinnacle-Peak-Rd-LOT-329-Phoenix-AZ-85050/447127878_zpid/
"1385 N 44th St, Phoenix, AZ 85008","$349,000",4,2.5,1584,Townhouse for sale,33.463184,-111.98528,https://www.zillow.comhttps://www.zillow.com/homedetails/1385-N-44th-St-Phoenix-AZ-85008/7559784_zpid/
"24813 N 55th Dr, Glendale, AZ 85310","$649,000",3,2,1691,House for sale,33.71122,-112.179436,https://www.zillow.comhttps://www.zillow.com/homedetails/24813-N-55th-Dr-Glendale-AZ-85310/7926750_zpid/
"8724 N 28th Ave, Phoenix, AZ 85051","$290,000",3,2,1176,House for sale,33.56476,-112.11972,https://www.zillow.comhttps://www.zillow.com/homedetails/8724-N-28th-Ave-Phoenix-AZ-85051/7750344_zpid/
"4014 W Anderson Dr, Glendale, AZ 85308","$434,999",4,2,2069,House for sale,33.64314,-112.145935,https://www.zillow.comhttps://www.zillow.com/homedetails/4014-W-Anderson-Dr-Glendale-AZ-85308/7946790_zpid/
"9722 S 45th Ave, Laveen, AZ 85339","$499,990",3,2,2107,House for sale,33.358196,-112.15646,https://www.zillow.comhttps://www.zillow.com/homedetails/9722-S-45th-Ave-Laveen-AZ-85339/67771672_zpid/
"6530 N 12th St UNIT 11, Phoenix, AZ 85014","$295,000",2,2,1120,Condo for sale,33.532322,-112.05653,https://www.zillow.comhttps://www.zillow.com/homedetails/6530-N-12th-St-UNIT-11-Phoenix-AZ-85014/7796591_zpid/
"5500 N Dromedary Rd, Phoenix, AZ 85018","$30,000,000",1,2.5,4641,House for sale,33.51239,-111.968925,https://www.zillow.comhttps://www.zillow.com/homedetails/5500-N-Dromedary-Rd-Phoenix-AZ-85018/7839305_zpid/
"2636 N Dayton St, Phoenix, AZ 85006","$599,990",4,3,1843,House for sale,33.47795,-112.05993,https://www.zillow.comhttps://www.zillow.com/homedetails/2636-N-Dayton-St-Phoenix-AZ-85006/7533674_zpid/
"15818 N 25th St UNIT 112, Phoenix, AZ 85032","$300,000",3,2.5,1275,Townhouse for sale,33.630074,-112.02921,https://www.zillow.comhttps://www.zillow.com/homedetails/15818-N-25th-St-UNIT-112-Phoenix-AZ-85032/71621392_zpid/
"520 W Hononegh Dr UNIT 2, Phoenix, AZ 85027","$230,000",2,2,863,Townhouse for sale,33.67202,-112.08089,https://www.zillow.comhttps://www.zillow.com/homedetails/520-W-Hononegh-Dr-UNIT-2-Phoenix-AZ-85027/7967445_zpid/
"409 E Beth Dr, Phoenix, AZ 85042","$399,900",4,2,2165,House for sale,33.364395,-112.06869,https://www.zillow.comhttps://www.zillow.com/homedetails/409-E-Beth-Dr-Phoenix-AZ-85042/59265889_zpid/
"4410 N 20th Ave, Phoenix, AZ 85015","$575,000",5,3,2200,House for sale,33.501102,-112.10219,https://www.zillow.comhttps://www.zillow.com/homedetails/4410-N-20th-Ave-Phoenix-AZ-85015/7767443_zpid/
"5246 N 20th St APT B1, Phoenix, AZ 85016","$325,000",2,2,1050,Apartment for sale,33.51407,-112.04049,https://www.zillow.comhttps://www.zillow.com/homedetails/5246-N-20th-St-APT-B1-Phoenix-AZ-85016/7809252_zpid/
"7256 N 40th St #6, Paradise Valley, AZ 85253","$20,400,000",5,6,10170,New construction,33.543842,-111.99988,https://www.zillow.comhttps://www.zillow.com/homedetails/7256-N-40th-St-6-Paradise-Valley-AZ-85253/2075123702_zpid/
"1022 E Mariposa St, Phoenix, AZ 85014","$479,900",4,3,1720,House for sale,33.508568,-112.059654,https://www.zillow.comhttps://www.zillow.com/homedetails/1022-E-Mariposa-St-Phoenix-AZ-85014/7769342_zpid/
"1009 E Chipman Rd, Phoenix, AZ 85040","$235,000",2,1,800,House for sale,33.4022,-112.05854,https://www.zillow.comhttps://www.zillow.com/homedetails/1009-E-Chipman-Rd-Phoenix-AZ-85040/121859099_zpid/
"2025 E Campbell Ave APT 143, Phoenix, AZ 85016","$310,000",2,2,1006,Townhouse for sale,33.500607,-112.03787,https://www.zillow.comhttps://www.zillow.com/homedetails/2025-E-Campbell-Ave-APT-143-Phoenix-AZ-85016/82802244_zpid/
"13019 N 23rd Pl, Phoenix, AZ 85022","$595,000",3,2,2009,House for sale,33.604744,-112.0312,https://www.zillow.comhttps://www.zillow.com/homedetails/13019-N-23rd-Pl-Phoenix-AZ-85022/7815542_zpid/
"2371 W Whisper Rock Trl, Phoenix, AZ 85085","$599,000",3,2.5,2026,House for sale,33.770885,-112.11056,https://www.zillow.comhttps://www.zillow.com/homedetails/2371-W-Whisper-Rock-Trl-Phoenix-AZ-85085/240311499_zpid/
"2339 W Ponderosa Ln, Phoenix, AZ 85023","$489,900",4,2,1702,House for sale,33.62641,-112.109665,https://www.zillow.comhttps://www.zillow.com/homedetails/2339-W-Ponderosa-Ln-Phoenix-AZ-85023/7960925_zpid/
"530 W Willetta St, Phoenix, AZ 85003","$1,000,000",3,2,1740,House for sale,33.46404,-112.08201,https://www.zillow.comhttps://www.zillow.com/homedetails/530-W-Willetta-St-Phoenix-AZ-85003/7521963_zpid/
"6847 W Taylor St, Phoenix, AZ 85043","$40,000",2,2,1248,For sale by owner,33.454247,-112.20682,https://www.zillow.comhttps://www.zillow.com/homedetails/6847-W-Taylor-St-Phoenix-AZ-85043/451081574_zpid/
"3913 W Sherman St, Phoenix, AZ 85009","$275,000",3,2,889,House for sale,33.440723,-112.14393,https://www.zillow.comhttps://www.zillow.com/homedetails/3913-W-Sherman-St-Phoenix-AZ-85009/7506101_zpid/
"5201 W Camelback Rd LOT FP217, Phoenix, AZ 85031","$12,000",2,2,0,Home for sale,33.505928,-112.172485,https://www.zillow.comhttps://www.zillow.com/homedetails/5201-W-Camelback-Rd-LOT-FP217-Phoenix-AZ-85031/2084901541_zpid/
"2363 W Dusty Wren Dr, Phoenix, AZ 85085","$425,000",3,2.5,1519,House for sale,33.77841,-112.11043,https://www.zillow.comhttps://www.zillow.com/homedetails/2363-W-Dusty-Wren-Dr-Phoenix-AZ-85085/67765406_zpid/
"3545 W Glass Ln, Phoenix, AZ 85041","$375,000",4,2,1580,House for sale,33.384136,-112.13588,https://www.zillow.comhttps://www.zillow.com/homedetails/3545-W-Glass-Ln-Phoenix-AZ-85041/62727871_zpid/
"3444 E Paradise Dr, Phoenix, AZ 85028","$549,000",3,2,1851,House for sale,33.595726,-112.00712,https://www.zillow.comhttps://www.zillow.com/homedetails/3444-E-Paradise-Dr-Phoenix-AZ-85028/7817516_zpid/
"1839 E Parkside Ln, Phoenix, AZ 85024","$625,000",4,2.5,2452,House for sale,33.693535,-112.04253,https://www.zillow.comhttps://www.zillow.com/homedetails/1839-E-Parkside-Ln-Phoenix-AZ-85024/61629130_zpid/
"3924 E Roma Ave, Phoenix, AZ 85018","$4,325,000",4,4.5,4272,House for sale,33.501747,-111.99704,https://www.zillow.comhttps://www.zillow.com/homedetails/3924-E-Roma-Ave-Phoenix-AZ-85018/7833907_zpid/
"3530 W Portland St, Phoenix, AZ 85009","$250,000",3,1,960,House for sale,33.45984,-112.13582,https://www.zillow.comhttps://www.zillow.com/homedetails/3530-W-Portland-St-Phoenix-AZ-85009/145831811_zpid/
"5132 N 31st Way UNIT 144, Phoenix, AZ 85016","$389,000",3,2,1835,Apartment for sale,33.512787,-112.015656,https://www.zillow.comhttps://www.zillow.com/homedetails/5132-N-31st-Way-UNIT-144-Phoenix-AZ-85016/7810543_zpid/
"317 W Tonopah Dr UNIT 2, Phoenix, AZ 85027","$265,000",2,2,863,House for sale,33.672375,-112.07943,https://www.zillow.comhttps://www.zillow.com/homedetails/317-W-Tonopah-Dr-UNIT-2-Phoenix-AZ-85027/7967417_zpid/
"3136 W Voltaire Ave, Phoenix, AZ 85029","$349,000",4,2,1610,House for sale,33.609238,-112.12683,https://www.zillow.comhttps://www.zillow.com/homedetails/3136-W-Voltaire-Ave-Phoenix-AZ-85029/7747950_zpid/
"17150 N 23rd St UNIT 125, Phoenix, AZ 85022","$388,000",3,2.5,1439,Townhouse for sale,33.64301,-112.03402,https://www.zillow.comhttps://www.zillow.com/homedetails/17150-N-23rd-St-UNIT-125-Phoenix-AZ-85022/72639692_zpid/
"14842 N 36th St, Phoenix, AZ 85032","$435,900",4,3,1235,House for sale,33.622307,-112.00494,https://www.zillow.comhttps://www.zillow.com/homedetails/14842-N-36th-St-Phoenix-AZ-85032/8014303_zpid/
"2145 W Cholla St, Phoenix, AZ 85029","$340,000",3,2,1320,House for sale,33.589027,-112.10583,https://www.zillow.comhttps://www.zillow.com/homedetails/2145-W-Cholla-St-Phoenix-AZ-85029/7739170_zpid/
"4304 W Calle Poco St, Laveen, AZ 85339","$895,000",5,2,3315,House for sale,33.339912,-112.15209,https://www.zillow.comhttps://www.zillow.com/homedetails/4304-W-Calle-Poco-St-Laveen-AZ-85339/8133341_zpid/
"925 W McDowell Rd UNIT 112, Phoenix, AZ 85007","$350,000",2,2,1001,Townhouse for sale,33.465393,-112.08685,https://www.zillow.comhttps://www.zillow.com/homedetails/925-W-McDowell-Rd-UNIT-112-Phoenix-AZ-85007/119919929_zpid/
"10838 N 10th St, Phoenix, AZ 85020","$610,000",3,2,1735,House for sale,33.585625,-112.06091,https://www.zillow.comhttps://www.zillow.com/homedetails/10838-N-10th-St-Phoenix-AZ-85020/7785861_zpid/
"22507 N 31st Ave UNIT 11, Phoenix, AZ 85027","$439,900",4,2.5,2074,House for sale,33.689823,-112.12519,https://www.zillow.comhttps://www.zillow.com/homedetails/22507-N-31st-Ave-UNIT-11-Phoenix-AZ-85027/67800599_zpid/
"2315 W Beverly Rd, Phoenix, AZ 85041","$425,000",5,3,1957,House for sale,33.374393,-112.10973,https://www.zillow.comhttps://www.zillow.com/homedetails/2315-W-Beverly-Rd-Phoenix-AZ-85041/82227058_zpid/
"1614 Palmcroft Dr SW, Phoenix, AZ 85007","$1,800,000",4,3,4142,House for sale,33.46651,-112.085625,https://www.zillow.comhttps://www.zillow.com/homedetails/1614-Palmcroft-Dr-SW-Phoenix-AZ-85007/7520579_zpid/
"7040 N 23rd Pl #104, Phoenix, AZ 85020","$975,000",,,,Lot / Land for sale,33.53997,-112.031044,https://www.zillow.comhttps://www.zillow.com/homedetails/7040-N-23rd-Pl-104-Phoenix-AZ-85020/2098050121_zpid/
"4805 E Kachina Trl UNIT 3, Phoenix, AZ 85044","$309,900",2,2.5,1328,Townhouse for sale,33.35611,-111.97855,https://www.zillow.comhttps://www.zillow.com/homedetails/4805-E-Kachina-Trl-UNIT-3-Phoenix-AZ-85044/448817258_zpid/
"3035 W Pierce St, Phoenix, AZ 85009","$350,000",4,3,1494,House for sale,33.455486,-112.12533,https://www.zillow.comhttps://www.zillow.com/homedetails/3035-W-Pierce-St-Phoenix-AZ-85009/7513765_zpid/
"4313 E Briarwood Ter, Phoenix, AZ 85048","$559,000",3,2,1700,House for sale,33.296474,-111.989845,https://www.zillow.comhttps://www.zillow.com/homedetails/4313-E-Briarwood-Ter-Phoenix-AZ-85048/8158251_zpid/
"16823 S 24th Pl, Phoenix, AZ 85048","$600,000",4,2.5,2041,House for sale,33.293774,-112.02997,https://www.zillow.comhttps://www.zillow.com/homedetails/16823-S-24th-Pl-Phoenix-AZ-85048/8257005_zpid/
"717 E State Ave, Phoenix, AZ 85020","$529,900",3,2,1588,House for sale,33.543884,-112.06416,https://www.zillow.comhttps://www.zillow.com/homedetails/717-E-State-Ave-Phoenix-AZ-85020/7791064_zpid/
"3102 E Clarendon Ave UNIT 210, Phoenix, AZ 85016","$283,000",2,2,1017,Apartment for sale,33.491817,-112.01423,https://www.zillow.comhttps://www.zillow.com/homedetails/3102-E-Clarendon-Ave-UNIT-210-Phoenix-AZ-85016/2057391174_zpid/
"2120 E Bluefield Ave LOT 108, Phoenix, AZ 85022","$155,000",3,2,1688,Home for sale,33.653236,-112.037155,https://www.zillow.comhttps://www.zillow.com/homedetails/2120-E-Bluefield-Ave-LOT-108-Phoenix-AZ-85022/342084199_zpid/
"1955 E Grovers Ave LOT 8, Phoenix, AZ 85022","$129,500",3,2,1456,Home for sale,33.64678,-112.04018,https://www.zillow.comhttps://www.zillow.com/homedetails/1955-E-Grovers-Ave-LOT-8-Phoenix-AZ-85022/452212434_zpid/
"2210 E Paraiso Dr, Phoenix, AZ 85024","$699,000",3,2.5,2021,House for sale,33.69511,-112.03514,https://www.zillow.comhttps://www.zillow.com/homedetails/2210-E-Paraiso-Dr-Phoenix-AZ-85024/7990615_zpid/
"17040 N 39th Ave, Glendale, AZ 85308","$475,000",4,2,1820,House for sale,33.64092,-112.14338,https://www.zillow.comhttps://www.zillow.com/homedetails/17040-N-39th-Ave-Glendale-AZ-85308/7946710_zpid/
"22125 N 29th Ave UNIT 158, Phoenix, AZ 85027","$291,000",2,2.5,1322,Townhouse for sale,33.687157,-112.120674,https://www.zillow.comhttps://www.zillow.com/homedetails/22125-N-29th-Ave-UNIT-158-Phoenix-AZ-85027/82827833_zpid/
"4252 E Zia St, Phoenix, AZ 85044","$550,000",3,3,1910,House for sale,33.341576,-111.99065,https://www.zillow.comhttps://www.zillow.com/homedetails/4252-E-Zia-St-Phoenix-AZ-85044/8257904_zpid/
"6640 W Honeysuckle Dr, Phoenix, AZ 85083","$489,000",4,2,1720,House for sale,33.719265,-112.202866,https://www.zillow.comhttps://www.zillow.com/homedetails/6640-W-Honeysuckle-Dr-Phoenix-AZ-85083/7925851_zpid/
"7433 W Darrel Rd, Laveen, AZ 85339","$419,000",4,2,1914,House for sale,33.383087,-112.21894,https://www.zillow.comhttps://www.zillow.com/homedetails/7433-W-Darrel-Rd-Laveen-AZ-85339/82823328_zpid/
"4215 E Flower St, Phoenix, AZ 85018","$1,285,000",4,3,2408,House for sale,33.48598,-111.99043,https://www.zillow.comhttps://www.zillow.com/homedetails/4215-E-Flower-St-Phoenix-AZ-85018/7563667_zpid/
"5302 E Van Buren St UNIT 2024, Phoenix, AZ 85008","$279,900",2,2,847,Apartment for sale,33.45159,-111.96564,https://www.zillow.comhttps://www.zillow.com/homedetails/5302-E-Van-Buren-St-UNIT-2024-Phoenix-AZ-85008/81959991_zpid/
"4613 N 53rd Dr, Phoenix, AZ 85031","$459,900",5,2,2350,House for sale,33.50465,-112.17385,https://www.zillow.comhttps://www.zillow.com/homedetails/4613-N-53rd-Dr-Phoenix-AZ-85031/7713936_zpid/
"1117 W Glenrosa Ave, Phoenix, AZ 85013","$495,000",2,1,981,House for sale,33.49827,-112.08777,https://www.zillow.comhttps://www.zillow.com/homedetails/1117-W-Glenrosa-Ave-Phoenix-AZ-85013/7771035_zpid/
"4732 S 38th Gln, Phoenix, AZ 85041","$399,900",4,2,1470,House for sale,33.403675,-112.14205,https://www.zillow.comhttps://www.zillow.com/homedetails/4732-S-38th-Gln-Phoenix-AZ-85041/316016700_zpid/
"2936 E Beck Ln, Phoenix, AZ 85032","$368,500",3,2,1280,House for sale,33.627895,-112.01825,https://www.zillow.comhttps://www.zillow.com/homedetails/2936-E-Beck-Ln-Phoenix-AZ-85032/8007317_zpid/
"11139 W Devonshire Ave, Phoenix, AZ 85037","$342,500",3,2,1090,House for sale,33.49478,-112.29991,https://www.zillow.comhttps://www.zillow.com/homedetails/11139-W-Devonshire-Ave-Phoenix-AZ-85037/7488666_zpid/
"5401 W Jessica Ln, Laveen, AZ 85339","$353,000",3,2,1156,House for sale,33.39314,-112.175224,https://www.zillow.comhttps://www.zillow.com/homedetails/5401-W-Jessica-Ln-Laveen-AZ-85339/55257869_zpid/
"4329 W Electra Ln, Glendale, AZ 85310","$573,000",4,2,2292,House for sale,33.698498,-112.153534,https://www.zillow.comhttps://www.zillow.com/homedetails/4329-W-Electra-Ln-Glendale-AZ-85310/7931042_zpid/
"18239 N 40th St UNIT 122, Phoenix, AZ 85032","$265,000",2,1.5,1189,Townhouse for sale,33.652092,-111.99571,https://www.zillow.comhttps://www.zillow.com/homedetails/18239-N-40th-St-UNIT-122-Phoenix-AZ-85032/8018086_zpid/
"16021 N 30th St UNIT 127, Phoenix, AZ 85032","$342,000",3,2.5,1426,Townhouse for sale,33.632538,-112.016,https://www.zillow.comhttps://www.zillow.com/homedetails/16021-N-30th-St-UNIT-127-Phoenix-AZ-85032/81987518_zpid/
"2227 W Paradise Dr, Phoenix, AZ 85029","$384,998",4,2,1590,House for sale,33.594734,-112.10712,https://www.zillow.comhttps://www.zillow.com/homedetails/2227-W-Paradise-Dr-Phoenix-AZ-85029/7748907_zpid/
"2625 E Indian School Rd UNIT 340, Phoenix, AZ 85016","$237,000",2,2,874,Condo for sale,33.493687,-112.024216,https://www.zillow.comhttps://www.zillow.com/homedetails/2625-E-Indian-School-Rd-UNIT-340-Phoenix-AZ-85016/82801581_zpid/
"20440 N 39th Dr, Glendale, AZ 85308","$499,000",3,2.5,2235,House for sale,33.67236,-112.14415,https://www.zillow.comhttps://www.zillow.com/homedetails/20440-N-39th-Dr-Glendale-AZ-85308/7936700_zpid/
"18250 N Cave Creek Rd UNIT 147, Phoenix, AZ 85032","$309,000",2,2.5,1440,Townhouse for sale,33.65266,-112.033005,https://www.zillow.comhttps://www.zillow.com/homedetails/18250-N-Cave-Creek-Rd-UNIT-147-Phoenix-AZ-85032/67791922_zpid/
"2150 E Sunland Ave, Phoenix, AZ 85040","$393,000",4,2.5,1941,House for sale,33.39662,-112.03444,https://www.zillow.comhttps://www.zillow.com/homedetails/2150-E-Sunland-Ave-Phoenix-AZ-85040/67789884_zpid/
"310 W Earll Dr UNIT 102, Phoenix, AZ 85013","$195,000",2,1,650,Apartment for sale,33.484356,-112.07948,https://www.zillow.comhttps://www.zillow.com/homedetails/310-W-Earll-Dr-UNIT-102-Phoenix-AZ-85013/72291308_zpid/
"4310 N 42nd Pl, Phoenix, AZ 85018","$690,000",3,2,1806,House for sale,33.499023,-111.989914,https://www.zillow.comhttps://www.zillow.com/homedetails/4310-N-42nd-Pl-Phoenix-AZ-85018/7835898_zpid/
"2202 N 26th Pl, Phoenix, AZ 85008","$200,000",2,1,1008,House for sale,33.47187,-112.02507,https://www.zillow.comhttps://www.zillow.com/homedetails/2202-N-26th-Pl-Phoenix-AZ-85008/55258854_zpid/
"3528 W Chambers St, Phoenix, AZ 85041","$285,000",3,1,1302,House for sale,33.39808,-112.13496,https://www.zillow.comhttps://www.zillow.com/homedetails/3528-W-Chambers-St-Phoenix-AZ-85041/7503377_zpid/
"3336 E Earll Dr, Phoenix, AZ 85018","$725,000",4,3,2500,House for sale,33.484364,-112.0087,https://www.zillow.comhttps://www.zillow.com/homedetails/3336-E-Earll-Dr-Phoenix-AZ-85018/7565531_zpid/
"2401 N 37th Way, Phoenix, AZ 85008","$504,900",3,2,1158,House for sale,33.473953,-112.00009,https://www.zillow.comhttps://www.zillow.com/homedetails/2401-N-37th-Way-Phoenix-AZ-85008/7541403_zpid/
"2641 W Wethersfield Rd, Phoenix, AZ 85029","$369,900",4,2,1764,House for sale,33.59676,-112.11475,https://www.zillow.comhttps://www.zillow.com/homedetails/2641-W-Wethersfield-Rd-Phoenix-AZ-85029/7748488_zpid/
"20838 N 39th Dr, Glendale, AZ 85308","$506,000",4,2,2472,House for sale,33.676006,-112.14531,https://www.zillow.comhttps://www.zillow.com/homedetails/20838-N-39th-Dr-Glendale-AZ-85308/59266299_zpid/
"2223 E Catalina Dr, Phoenix, AZ 85016","$399,900",3,2,1502,Townhouse for sale,33.481293,-112.0335,https://www.zillow.comhttps://www.zillow.com/homedetails/2223-E-Catalina-Dr-Phoenix-AZ-85016/7539377_zpid/
